initial_number_sheep,initial_number_wolves,grass_regrowth_time,sheep_gain_from_food,wolf_gain_from_food,sheep_reproduce,wolf_reproduce,technique,sample_size
71,12,56,30,45,13,12,LHS,10000
184,209,75,3,39,15,12,LHS,10000
199,77,87,1,65,18,3,LHS,10000
61,108,83,16,38,18,3,LHS,10000
28,134,61,32,77,6,11,LHS,10000
106,44,75,5,94,10,12,LHS,10000
115,179,56,3,62,19,7,LHS,10000
15,56,63,49,31,16,8,LHS,10000
68,119,76,11,8,7,15,LHS,10000
78,220,70,3,91,13,13,LHS,10000
73,129,80,40,77,11,6,LHS,10000
154,2,33,28,60,10,11,LHS,10000
116,98,44,3,6,12,5,LHS,10000
65,27,69,34,38,7,19,LHS,10000
162,130,93,10,41,17,10,LHS,10000
85,92,90,1,41,9,5,LHS,10000
191,42,27,2,89,2,5,LHS,10000
44,59,26,19,28,15,12,LHS,10000
133,12,28,34,20,7,15,LHS,10000
80,145,63,40,54,2,16,LHS,10000
202,75,54,50,46,11,7,LHS,10000
4,82,54,35,45,15,6,LHS,10000
158,222,19,1,80,5,1,LHS,10000
190,237,43,1,29,12,1,LHS,10000
35,127,61,31,13,17,8,LHS,10000
221,42,54,40,36,3,4,LHS,10000
237,220,22,50,54,10,16,LHS,10000
79,175,66,31,57,8,7,LHS,10000
214,115,54,10,76,2,2,LHS,10000
76,83,11,29,13,12,6,LHS,10000
25,201,3,38,27,19,14,LHS,10000
241,81,34,2,59,19,4,LHS,10000
6,96,39,26,61,10,9,LHS,10000
188,239,61,36,91,17,2,LHS,10000
101,9,57,28,16,4,9,LHS,10000
226,82,3,41,15,12,1,LHS,10000
193,38,55,28,38,12,17,LHS,10000
6,15,99,44,16,10,12,LHS,10000
71,196,30,21,23,2,8,LHS,10000
111,41,8,4,68,20,11,LHS,10000
1,194,87,26,58,4,1,LHS,10000
51,19,4,32,66,18,14,LHS,10000
175,183,8,48,45,7,9,LHS,10000
30,124,97,38,10,17,12,LHS,10000
83,102,5,13,50,16,15,LHS,10000
38,10,79,18,66,10,8,LHS,10000
96,40,56,36,26,15,19,LHS,10000
57,160,90,15,9,3,20,LHS,10000
5,191,31,41,26,7,15,LHS,10000
245,151,40,10,8,13,6,LHS,10000
139,107,73,33,56,20,6,LHS,10000
147,225,36,47,68,18,4,LHS,10000
58,75,56,11,90,11,12,LHS,10000
46,18,23,0,37,6,13,LHS,10000
227,113,98,31,93,18,6,LHS,10000
151,55,57,48,62,7,15,LHS,10000
175,189,91,23,98,8,10,LHS,10000
61,197,40,43,100,14,15,LHS,10000
6,145,93,46,39,6,5,LHS,10000
247,99,29,47,23,15,14,LHS,10000
35,22,22,47,29,17,10,LHS,10000
235,17,78,36,83,14,4,LHS,10000
149,237,48,38,62,18,16,LHS,10000
229,200,34,4,6,7,11,LHS,10000
159,230,71,14,69,18,18,LHS,10000
141,139,51,5,33,3,9,LHS,10000
24,94,64,22,65,4,11,LHS,10000
113,196,72,23,37,13,7,LHS,10000
73,222,42,5,5,14,16,LHS,10000
56,4,27,19,73,2,6,LHS,10000
138,38,33,11,83,11,12,LHS,10000
65,103,20,37,11,17,4,LHS,10000
41,222,14,43,23,6,19,LHS,10000
23,65,29,23,89,16,12,LHS,10000
73,10,58,48,49,13,10,LHS,10000
64,13,10,15,77,12,14,LHS,10000
232,8,59,49,2,12,20,LHS,10000
45,77,75,24,42,19,15,LHS,10000
173,220,23,3,86,2,9,LHS,10000
119,77,89,42,49,19,7,LHS,10000
188,33,45,16,81,4,10,LHS,10000
22,32,39,9,21,19,13,LHS,10000
40,199,100,30,46,19,2,LHS,10000
243,191,89,7,82,5,7,LHS,10000
130,75,77,15,24,4,15,LHS,10000
42,100,46,36,89,14,16,LHS,10000
201,132,57,26,23,4,4,LHS,10000
134,223,87,5,57,11,12,LHS,10000
213,79,4,47,73,17,11,LHS,10000
82,5,19,46,42,7,11,LHS,10000
174,206,31,6,51,19,10,LHS,10000
189,185,3,19,57,1,8,LHS,10000
70,164,87,37,33,10,3,LHS,10000
93,136,12,12,51,20,2,LHS,10000
196,49,95,8,37,16,18,LHS,10000
93,99,58,9,23,15,0,LHS,10000
39,228,20,2,100,15,13,LHS,10000
63,103,34,10,58,10,8,LHS,10000
90,170,34,33,93,8,1,LHS,10000
222,150,91,12,37,2,6,LHS,10000
113,117,20,24,33,15,1,LHS,10000
80,213,81,44,63,7,0,LHS,10000
206,222,37,48,3,8,3,LHS,10000
195,131,38,30,17,17,17,LHS,10000
235,142,74,25,31,20,19,LHS,10000
149,119,58,34,82,2,8,LHS,10000
93,36,0,40,4,13,3,LHS,10000
68,215,60,15,19,11,15,LHS,10000
42,113,19,9,46,13,16,LHS,10000
202,162,99,22,51,2,17,LHS,10000
105,163,4,23,0,9,8,LHS,10000
61,135,90,33,4,5,5,LHS,10000
81,83,77,27,18,2,10,LHS,10000
244,40,40,40,83,17,4,LHS,10000
72,88,39,14,97,10,1,LHS,10000
134,224,74,3,79,10,1,LHS,10000
171,150,69,20,67,10,8,LHS,10000
55,210,99,28,1,1,4,LHS,10000
163,233,44,30,8,5,7,LHS,10000
4,30,91,37,42,2,7,LHS,10000
15,16,3,20,85,15,12,LHS,10000
238,89,54,46,29,1,11,LHS,10000
47,54,43,29,21,3,15,LHS,10000
247,230,6,45,12,20,18,LHS,10000
174,89,87,2,47,3,5,LHS,10000
60,37,69,12,89,11,9,LHS,10000
30,49,71,26,38,11,1,LHS,10000
27,157,27,28,19,8,12,LHS,10000
14,83,73,10,22,19,11,LHS,10000
234,44,83,50,71,9,1,LHS,10000
162,250,32,12,32,12,11,LHS,10000
81,73,28,3,9,12,8,LHS,10000
129,229,13,4,59,12,3,LHS,10000
245,45,63,42,51,11,8,LHS,10000
13,87,58,47,78,18,7,LHS,10000
38,147,58,34,32,5,6,LHS,10000
32,140,92,50,0,8,8,LHS,10000
112,119,59,36,81,7,16,LHS,10000
223,71,97,33,40,7,1,LHS,10000
127,163,35,33,3,16,8,LHS,10000
237,249,43,14,52,16,9,LHS,10000
92,226,19,2,12,18,13,LHS,10000
48,75,7,49,30,5,13,LHS,10000
89,101,86,10,16,5,12,LHS,10000
111,211,85,1,6,5,16,LHS,10000
222,131,42,1,90,17,10,LHS,10000
30,73,80,21,50,16,3,LHS,10000
140,159,48,28,70,12,11,LHS,10000
203,191,98,29,27,8,20,LHS,10000
177,181,78,32,37,20,9,LHS,10000
213,48,12,18,20,11,12,LHS,10000
77,138,40,13,64,19,17,LHS,10000
212,168,27,26,34,17,13,LHS,10000
163,190,35,23,13,17,6,LHS,10000
109,96,33,16,27,5,11,LHS,10000
32,54,28,43,12,3,6,LHS,10000
170,128,43,50,31,3,15,LHS,10000
44,39,60,18,27,1,9,LHS,10000
96,38,89,15,81,14,8,LHS,10000
65,138,32,12,73,19,2,LHS,10000
220,220,29,10,64,9,0,LHS,10000
132,105,10,5,88,13,16,LHS,10000
78,140,88,22,60,7,4,LHS,10000
229,2,74,9,32,15,1,LHS,10000
142,85,49,5,69,10,15,LHS,10000
155,111,62,15,70,6,18,LHS,10000
233,206,30,47,54,8,18,LHS,10000
10,60,14,12,98,3,14,LHS,10000
108,247,10,0,98,3,18,LHS,10000
117,245,37,7,9,8,1,LHS,10000
74,207,40,43,8,4,3,LHS,10000
57,172,39,43,22,17,0,LHS,10000
221,120,21,10,98,19,9,LHS,10000
195,22,99,3,91,19,9,LHS,10000
35,99,9,47,53,5,9,LHS,10000
160,2,23,27,39,16,1,LHS,10000
10,49,96,3,40,12,6,LHS,10000
185,92,68,41,18,8,5,LHS,10000
83,113,62,42,26,2,10,LHS,10000
180,249,100,35,39,10,3,LHS,10000
82,21,6,18,14,3,6,LHS,10000
137,29,30,17,18,5,15,LHS,10000
73,47,45,46,7,7,10,LHS,10000
152,119,58,18,38,11,11,LHS,10000
151,80,88,25,48,15,16,LHS,10000
87,151,31,20,79,12,0,LHS,10000
58,158,21,40,28,14,7,LHS,10000
204,133,41,39,95,18,4,LHS,10000
118,106,1,27,22,3,18,LHS,10000
165,36,96,17,49,8,8,LHS,10000
47,22,97,15,68,2,13,LHS,10000
124,19,70,31,7,17,12,LHS,10000
200,112,70,0,79,10,14,LHS,10000
132,41,15,13,42,18,4,LHS,10000
249,152,70,27,88,17,7,LHS,10000
249,5,68,23,27,19,3,LHS,10000
55,58,19,31,84,12,7,LHS,10000
248,205,70,10,76,2,19,LHS,10000
128,12,57,22,0,15,9,LHS,10000
181,188,6,26,6,12,12,LHS,10000
40,208,14,18,98,10,2,LHS,10000
21,160,4,18,8,7,5,LHS,10000
195,128,97,9,98,8,2,LHS,10000
166,190,44,40,74,12,7,LHS,10000
85,136,21,19,3,9,15,LHS,10000
48,193,68,29,77,16,12,LHS,10000
209,36,62,13,25,15,1,LHS,10000
30,174,19,39,85,8,18,LHS,10000
114,46,97,40,51,20,9,LHS,10000
18,142,41,6,37,1,14,LHS,10000
165,229,7,1,2,13,18,LHS,10000
198,218,14,42,50,5,19,LHS,10000
232,172,99,21,97,7,3,LHS,10000
206,130,95,48,85,5,4,LHS,10000
29,207,81,3,83,5,2,LHS,10000
228,32,99,6,54,4,4,LHS,10000
90,231,72,35,81,14,4,LHS,10000
141,11,47,18,50,8,19,LHS,10000
5,90,44,23,60,15,3,LHS,10000
11,150,94,30,32,17,17,LHS,10000
73,162,70,43,38,5,19,LHS,10000
7,67,85,0,50,19,3,LHS,10000
248,113,11,20,9,3,19,LHS,10000
205,93,31,47,100,7,4,LHS,10000
87,17,88,12,95,18,5,LHS,10000
203,162,8,42,81,5,12,LHS,10000
103,189,9,30,89,6,3,LHS,10000
121,135,65,29,51,10,13,LHS,10000
245,180,23,3,85,18,19,LHS,10000
14,246,66,25,48,11,2,LHS,10000
85,247,93,0,68,9,14,LHS,10000
170,152,3,1,3,4,6,LHS,10000
19,143,21,0,14,18,6,LHS,10000
241,142,64,27,3,17,2,LHS,10000
203,92,49,22,89,1,0,LHS,10000
107,235,43,0,49,3,4,LHS,10000
224,192,28,9,66,7,1,LHS,10000
219,2,19,48,14,14,2,LHS,10000
180,235,4,19,74,1,12,LHS,10000
22,173,98,49,29,9,13,LHS,10000
160,119,26,11,82,2,11,LHS,10000
212,132,3,31,37,7,19,LHS,10000
225,112,42,46,42,16,7,LHS,10000
89,189,61,39,5,15,10,LHS,10000
165,121,53,13,80,16,5,LHS,10000
115,26,45,9,90,6,6,LHS,10000
127,140,46,32,75,13,12,LHS,10000
43,141,71,40,76,13,3,LHS,10000
167,87,70,11,61,4,8,LHS,10000
177,100,35,26,26,6,15,LHS,10000
84,106,41,26,24,1,16,LHS,10000
126,74,44,19,97,17,11,LHS,10000
21,142,72,22,12,6,10,LHS,10000
32,14,18,23,67,19,13,LHS,10000
84,83,69,42,63,10,6,LHS,10000
150,5,77,46,6,7,3,LHS,10000
20,127,47,34,91,1,6,LHS,10000
92,32,50,49,68,15,5,LHS,10000
129,132,68,12,72,9,18,LHS,10000
26,168,69,7,67,19,11,LHS,10000
151,65,61,34,11,5,10,LHS,10000
163,205,35,3,15,1,10,LHS,10000
178,55,28,30,51,2,12,LHS,10000
240,9,67,42,80,2,7,LHS,10000
25,148,82,1,8,20,18,LHS,10000
245,194,28,29,62,8,11,LHS,10000
106,197,15,32,56,14,16,LHS,10000
238,1,66,24,99,13,12,LHS,10000
106,106,86,2,35,11,17,LHS,10000
165,25,15,27,41,17,2,LHS,10000
4,157,72,0,27,13,9,LHS,10000
224,34,23,21,27,12,13,LHS,10000
174,181,76,19,11,11,9,LHS,10000
66,244,98,24,44,6,7,LHS,10000
5,54,43,21,12,14,4,LHS,10000
200,144,20,40,88,16,13,LHS,10000
102,146,67,22,29,8,15,LHS,10000
48,197,77,42,87,17,19,LHS,10000
200,189,71,8,16,7,18,LHS,10000
51,6,12,39,88,9,6,LHS,10000
40,37,97,11,30,19,17,LHS,10000
114,138,66,21,42,14,19,LHS,10000
5,221,37,13,43,14,15,LHS,10000
151,199,29,40,22,18,8,LHS,10000
236,171,65,32,77,18,8,LHS,10000
105,99,27,2,35,9,17,LHS,10000
122,78,80,41,18,6,16,LHS,10000
110,95,76,28,99,14,2,LHS,10000
133,203,3,20,72,2,17,LHS,10000
30,30,20,46,67,1,6,LHS,10000
131,108,99,47,30,6,6,LHS,10000
99,142,5,4,87,8,13,LHS,10000
24,242,13,23,85,17,18,LHS,10000
118,38,50,7,97,16,15,LHS,10000
150,201,95,5,49,15,6,LHS,10000
110,176,19,35,35,11,20,LHS,10000
121,42,34,11,43,4,6,LHS,10000
62,129,27,39,96,7,7,LHS,10000
145,26,93,30,69,18,19,LHS,10000
135,170,42,8,54,3,20,LHS,10000
164,79,86,30,46,11,12,LHS,10000
186,237,3,24,7,7,19,LHS,10000
100,210,32,25,41,19,6,LHS,10000
7,242,54,7,59,19,7,LHS,10000
215,174,45,13,15,19,5,LHS,10000
239,150,74,1,8,5,17,LHS,10000
234,200,13,20,91,19,2,LHS,10000
13,243,28,14,13,10,20,LHS,10000
111,242,40,43,78,19,4,LHS,10000
31,249,40,12,25,15,5,LHS,10000
127,129,45,19,14,14,11,LHS,10000
36,61,52,2,1,11,19,LHS,10000
213,209,97,3,77,9,2,LHS,10000
53,101,22,43,18,11,5,LHS,10000
183,246,15,15,48,16,17,LHS,10000
77,67,60,6,52,6,19,LHS,10000
208,204,13,16,10,13,17,LHS,10000
154,218,98,30,48,13,7,LHS,10000
91,212,100,1,95,12,3,LHS,10000
149,63,20,20,14,2,5,LHS,10000
202,107,35,27,42,17,16,LHS,10000
238,192,74,44,85,13,16,LHS,10000
26,137,39,24,65,14,11,LHS,10000
30,154,31,30,16,5,16,LHS,10000
17,99,91,28,49,3,5,LHS,10000
16,127,62,44,34,13,9,LHS,10000
14,73,76,1,87,5,7,LHS,10000
205,16,3,20,31,5,12,LHS,10000
231,39,46,6,74,16,15,LHS,10000
245,106,14,0,10,17,4,LHS,10000
51,110,32,24,68,13,7,LHS,10000
90,47,96,31,48,16,13,LHS,10000
128,218,14,44,66,9,4,LHS,10000
53,22,90,48,42,10,1,LHS,10000
104,171,28,10,64,14,13,LHS,10000
140,14,46,42,42,16,12,LHS,10000
71,243,35,41,55,14,19,LHS,10000
217,125,92,30,34,11,12,LHS,10000
60,119,39,26,93,12,11,LHS,10000
112,52,37,43,70,16,18,LHS,10000
52,5,24,31,98,9,20,LHS,10000
207,15,5,10,60,7,7,LHS,10000
190,7,79,22,33,10,10,LHS,10000
67,143,28,43,89,18,3,LHS,10000
65,129,21,3,77,20,10,LHS,10000
30,167,14,37,88,13,16,LHS,10000
5,244,86,35,51,16,15,LHS,10000
162,190,66,3,10,7,17,LHS,10000
47,26,5,8,99,1,3,LHS,10000
39,126,61,23,45,11,2,LHS,10000
53,161,42,20,85,5,2,LHS,10000
244,205,96,8,36,19,16,LHS,10000
4,105,59,12,28,3,9,LHS,10000
26,172,48,32,87,19,8,LHS,10000
165,239,66,40,75,16,3,LHS,10000
63,55,69,5,81,11,14,LHS,10000
38,5,79,30,69,12,17,LHS,10000
124,241,14,4,7,2,9,LHS,10000
218,0,28,29,95,7,2,LHS,10000
29,193,95,38,10,5,11,LHS,10000
147,21,17,23,100,1,1,LHS,10000
191,215,63,2,83,16,20,LHS,10000
62,49,64,39,31,5,14,LHS,10000
11,66,61,14,86,4,3,LHS,10000
145,211,91,45,5,2,14,LHS,10000
135,59,26,42,81,17,13,LHS,10000
160,7,1,21,18,20,16,LHS,10000
162,72,73,30,4,9,2,LHS,10000
247,233,82,30,55,19,19,LHS,10000
9,10,54,41,81,19,16,LHS,10000
44,89,5,15,2,19,19,LHS,10000
203,160,86,26,44,15,15,LHS,10000
51,43,43,45,45,8,5,LHS,10000
94,197,25,43,6,4,9,LHS,10000
205,3,54,47,97,4,1,LHS,10000
25,205,17,19,64,16,5,LHS,10000
52,58,41,42,7,11,4,LHS,10000
65,79,79,34,70,12,15,LHS,10000
227,130,98,23,0,9,1,LHS,10000
77,67,96,43,62,7,6,LHS,10000
50,24,6,10,49,12,1,LHS,10000
152,156,67,24,41,10,14,LHS,10000
89,199,58,23,39,7,18,LHS,10000
54,48,39,14,65,9,9,LHS,10000
161,92,7,37,44,5,14,LHS,10000
152,117,25,1,60,6,10,LHS,10000
14,2,31,22,76,12,0,LHS,10000
169,121,70,48,8,15,19,LHS,10000
166,50,24,8,54,6,19,LHS,10000
201,135,28,33,56,2,7,LHS,10000
29,190,24,24,19,6,19,LHS,10000
208,193,33,23,40,17,7,LHS,10000
16,161,28,49,1,17,15,LHS,10000
67,145,57,25,20,3,1,LHS,10000
132,181,63,35,40,8,4,LHS,10000
216,94,79,47,98,3,1,LHS,10000
75,21,62,38,23,12,13,LHS,10000
197,237,57,29,61,7,19,LHS,10000
126,213,15,10,5,13,12,LHS,10000
6,208,92,46,6,19,11,LHS,10000
121,54,15,34,10,3,19,LHS,10000
169,132,20,13,79,13,11,LHS,10000
105,178,95,46,72,6,18,LHS,10000
200,213,5,34,58,9,6,LHS,10000
238,102,20,40,77,18,9,LHS,10000
93,240,46,41,42,10,16,LHS,10000
47,109,69,13,83,19,4,LHS,10000
227,219,57,19,92,15,6,LHS,10000
188,231,19,14,15,15,18,LHS,10000
178,228,2,46,34,5,13,LHS,10000
199,179,76,1,99,5,14,LHS,10000
92,122,53,12,43,19,17,LHS,10000
72,123,11,50,20,7,2,LHS,10000
84,199,84,40,78,11,19,LHS,10000
15,85,63,27,70,10,11,LHS,10000
168,118,58,49,48,5,16,LHS,10000
145,154,100,10,85,9,8,LHS,10000
204,233,53,48,71,12,14,LHS,10000
145,70,61,49,28,16,17,LHS,10000
162,137,42,36,79,18,8,LHS,10000
246,95,4,21,15,9,12,LHS,10000
20,61,56,36,15,3,18,LHS,10000
143,244,67,40,75,8,6,LHS,10000
52,76,91,43,4,4,9,LHS,10000
189,219,72,31,80,15,1,LHS,10000
206,167,94,32,16,5,16,LHS,10000
28,24,69,35,89,9,19,LHS,10000
175,162,38,44,66,19,5,LHS,10000
27,16,10,32,40,16,15,LHS,10000
11,23,14,28,40,4,3,LHS,10000
63,189,43,33,4,3,14,LHS,10000
1,229,87,38,14,6,4,LHS,10000
1,133,51,16,78,19,7,LHS,10000
139,13,39,31,88,6,14,LHS,10000
23,4,27,23,51,4,12,LHS,10000
113,250,16,39,90,17,9,LHS,10000
62,78,72,1,22,10,10,LHS,10000
95,194,80,14,61,11,3,LHS,10000
198,31,75,44,34,11,3,LHS,10000
230,149,83,47,80,16,16,LHS,10000
124,244,54,33,2,12,12,LHS,10000
181,185,52,24,51,15,10,LHS,10000
70,209,5,24,85,18,3,LHS,10000
247,171,63,19,41,11,4,LHS,10000
86,202,26,31,12,3,17,LHS,10000
30,68,47,25,22,3,3,LHS,10000
63,215,98,8,43,17,2,LHS,10000
212,98,60,37,97,5,12,LHS,10000
151,146,44,41,9,18,18,LHS,10000
226,59,92,29,82,9,19,LHS,10000
96,14,50,34,17,6,4,LHS,10000
20,162,64,50,40,10,19,LHS,10000
231,182,41,14,99,17,2,LHS,10000
150,15,49,40,24,3,11,LHS,10000
249,43,87,14,74,19,11,LHS,10000
150,223,70,26,38,6,1,LHS,10000
180,179,90,35,50,5,13,LHS,10000
69,157,48,36,93,7,7,LHS,10000
81,100,30,10,59,5,13,LHS,10000
249,176,6,50,38,10,15,LHS,10000
165,81,71,34,18,12,4,LHS,10000
47,140,33,18,66,17,1,LHS,10000
48,134,33,11,87,13,8,LHS,10000
111,84,3,11,58,3,1,LHS,10000
92,24,6,15,27,8,18,LHS,10000
9,175,92,48,24,13,1,LHS,10000
192,94,52,16,29,19,14,LHS,10000
211,142,97,38,29,10,5,LHS,10000
42,29,17,27,17,17,14,LHS,10000
172,155,62,30,40,16,1,LHS,10000
227,184,14,46,90,13,2,LHS,10000
104,201,76,31,71,7,2,LHS,10000
143,157,80,12,64,5,7,LHS,10000
55,68,84,0,39,7,3,LHS,10000
228,216,33,25,12,14,6,LHS,10000
203,126,36,11,53,6,18,LHS,10000
23,42,30,37,26,15,1,LHS,10000
88,116,42,36,39,2,13,LHS,10000
246,238,18,34,61,2,12,LHS,10000
72,72,61,9,56,19,1,LHS,10000
181,234,13,32,48,19,13,LHS,10000
197,242,70,50,99,8,7,LHS,10000
21,35,40,4,7,19,1,LHS,10000
182,7,3,45,64,11,13,LHS,10000
187,45,96,22,90,4,0,LHS,10000
120,107,19,7,98,15,4,LHS,10000
22,198,65,3,12,5,5,LHS,10000
153,112,63,40,1,12,5,LHS,10000
136,187,17,46,5,3,5,LHS,10000
73,50,5,14,32,3,1,LHS,10000
12,5,78,45,21,6,11,LHS,10000
31,218,73,0,81,4,11,LHS,10000
110,191,57,38,55,19,4,LHS,10000
116,209,91,26,2,6,14,LHS,10000
102,11,48,15,35,2,2,LHS,10000
111,104,50,14,40,12,4,LHS,10000
46,47,47,35,92,4,14,LHS,10000
211,180,54,17,45,10,11,LHS,10000
25,9,44,18,28,12,5,LHS,10000
57,33,83,47,2,4,16,LHS,10000
245,54,56,22,34,15,10,LHS,10000
27,181,34,2,97,9,14,LHS,10000
151,188,49,20,62,18,2,LHS,10000
31,137,78,39,74,1,9,LHS,10000
225,100,51,27,12,6,16,LHS,10000
50,76,28,7,15,4,11,LHS,10000
162,82,35,32,55,17,12,LHS,10000
173,126,20,45,44,18,6,LHS,10000
93,186,7,20,46,15,19,LHS,10000
145,51,61,28,1,7,18,LHS,10000
175,190,3,23,99,8,4,LHS,10000
5,227,36,45,42,12,3,LHS,10000
150,229,1,30,89,3,15,LHS,10000
100,203,75,13,38,12,16,LHS,10000
184,202,17,2,12,17,4,LHS,10000
90,8,94,46,60,6,2,LHS,10000
117,182,36,32,64,10,9,LHS,10000
104,238,72,36,95,11,12,LHS,10000
15,246,57,9,20,15,1,LHS,10000
226,139,4,48,64,19,20,LHS,10000
44,31,52,38,52,16,15,LHS,10000
215,66,43,21,72,15,18,LHS,10000
202,120,66,30,16,16,19,LHS,10000
84,29,8,41,82,3,6,LHS,10000
19,173,92,13,35,15,13,LHS,10000
147,217,93,2,96,18,10,LHS,10000
45,157,36,7,73,13,15,LHS,10000
236,88,40,14,49,15,6,LHS,10000
246,42,74,29,36,12,7,LHS,10000
102,95,74,30,95,8,19,LHS,10000
47,209,21,29,15,18,15,LHS,10000
152,187,64,23,91,6,15,LHS,10000
243,103,53,16,22,9,16,LHS,10000
214,44,97,17,18,12,0,LHS,10000
97,166,53,42,54,3,18,LHS,10000
16,233,33,5,72,19,12,LHS,10000
224,234,29,5,59,1,5,LHS,10000
217,197,66,26,88,10,10,LHS,10000
200,186,52,48,29,4,12,LHS,10000
166,243,34,0,4,16,14,LHS,10000
174,140,15,16,61,5,6,LHS,10000
33,13,87,15,70,10,4,LHS,10000
0,197,53,45,54,2,11,LHS,10000
27,185,86,41,58,17,19,LHS,10000
188,94,76,37,55,5,7,LHS,10000
232,22,5,33,31,6,11,LHS,10000
246,179,89,36,68,7,20,LHS,10000
64,94,75,6,36,3,3,LHS,10000
230,59,56,6,10,12,2,LHS,10000
207,51,5,27,33,10,4,LHS,10000
241,239,59,13,33,9,12,LHS,10000
41,138,38,45,29,7,6,LHS,10000
96,117,75,46,8,11,17,LHS,10000
242,133,84,25,85,4,6,LHS,10000
143,93,71,37,2,20,3,LHS,10000
179,153,96,4,37,9,2,LHS,10000
107,49,56,50,66,2,10,LHS,10000
122,83,7,40,42,8,13,LHS,10000
196,58,96,42,71,16,1,LHS,10000
157,160,13,37,22,16,9,LHS,10000
63,69,5,9,50,20,2,LHS,10000
65,157,12,35,25,15,4,LHS,10000
11,167,68,14,66,2,7,LHS,10000
156,210,8,21,99,4,12,LHS,10000
116,143,12,50,3,5,2,LHS,10000
105,21,54,47,18,19,11,LHS,10000
221,62,59,9,89,2,0,LHS,10000
71,166,14,22,17,3,6,LHS,10000
68,4,62,26,55,9,15,LHS,10000
44,32,7,28,67,9,19,LHS,10000
153,224,16,10,4,18,2,LHS,10000
213,45,95,19,40,19,10,LHS,10000
3,161,35,14,43,9,10,LHS,10000
64,174,93,2,84,20,16,LHS,10000
177,52,51,47,61,7,17,LHS,10000
131,172,19,18,69,9,9,LHS,10000
192,116,80,25,64,17,5,LHS,10000
177,220,91,7,85,11,7,LHS,10000
6,40,43,27,61,14,20,LHS,10000
127,33,77,44,59,5,17,LHS,10000
173,174,76,33,8,4,4,LHS,10000
96,232,30,25,12,15,18,LHS,10000
188,65,28,26,30,9,3,LHS,10000
45,86,17,5,96,17,2,LHS,10000
19,120,32,13,81,5,15,LHS,10000
206,92,41,4,34,8,19,LHS,10000
90,243,27,7,73,2,0,LHS,10000
31,102,40,20,99,5,3,LHS,10000
42,245,37,2,62,6,3,LHS,10000
109,178,30,47,89,14,15,LHS,10000
129,125,56,26,25,17,14,LHS,10000
137,110,6,14,54,14,7,LHS,10000
62,195,11,18,87,11,18,LHS,10000
170,62,5,1,13,6,9,LHS,10000
68,159,58,39,17,16,4,LHS,10000
192,48,89,14,13,15,12,LHS,10000
221,109,61,30,49,17,4,LHS,10000
233,26,29,6,18,5,16,LHS,10000
182,27,98,15,45,12,18,LHS,10000
191,121,83,9,43,13,5,LHS,10000
88,233,91,12,18,14,18,LHS,10000
128,108,16,32,7,8,1,LHS,10000
152,30,82,36,13,11,16,LHS,10000
135,165,75,16,64,5,1,LHS,10000
218,121,8,18,93,15,17,LHS,10000
111,181,64,6,87,3,17,LHS,10000
240,20,8,31,74,10,9,LHS,10000
53,105,2,41,31,8,0,LHS,10000
10,118,0,31,23,6,7,LHS,10000
131,214,50,46,91,13,1,LHS,10000
40,221,18,31,21,8,16,LHS,10000
183,175,59,24,86,3,3,LHS,10000
4,207,74,5,8,9,9,LHS,10000
135,200,19,45,12,3,8,LHS,10000
59,87,81,27,2,20,12,LHS,10000
34,146,76,47,58,19,6,LHS,10000
202,95,81,3,14,20,1,LHS,10000
44,202,97,45,32,11,1,LHS,10000
145,122,96,7,46,18,13,LHS,10000
227,111,31,46,36,20,12,LHS,10000
137,151,18,34,33,10,14,LHS,10000
125,50,43,27,22,3,15,LHS,10000
84,170,57,42,73,7,16,LHS,10000
30,127,49,47,37,2,6,LHS,10000
85,49,68,27,63,18,1,LHS,10000
22,50,56,42,52,10,11,LHS,10000
86,233,98,38,18,17,13,LHS,10000
69,57,69,13,31,19,9,LHS,10000
235,26,51,23,13,11,15,LHS,10000
175,5,21,5,94,1,20,LHS,10000
142,92,54,3,60,9,8,LHS,10000
137,43,38,7,94,8,11,LHS,10000
7,162,61,22,56,1,8,LHS,10000
55,123,75,31,39,16,9,LHS,10000
51,222,63,24,2,2,16,LHS,10000
209,223,74,9,59,5,14,LHS,10000
155,162,78,10,53,2,8,LHS,10000
91,54,23,16,6,14,5,LHS,10000
226,123,49,41,13,10,1,LHS,10000
53,197,40,48,22,20,14,LHS,10000
28,170,9,44,30,16,18,LHS,10000
58,167,19,37,28,19,6,LHS,10000
91,35,18,23,33,2,12,LHS,10000
62,189,64,35,86,16,5,LHS,10000
179,162,5,35,65,2,15,LHS,10000
8,59,24,25,40,7,3,LHS,10000
179,143,44,17,64,16,13,LHS,10000
204,15,40,34,86,1,15,LHS,10000
13,151,36,40,34,11,16,LHS,10000
21,57,28,23,34,19,19,LHS,10000
32,45,81,32,58,12,7,LHS,10000
45,27,1,24,68,16,6,LHS,10000
208,61,54,21,10,19,3,LHS,10000
154,156,82,41,78,11,12,LHS,10000
151,232,67,11,37,19,1,LHS,10000
197,148,91,33,27,9,10,LHS,10000
116,6,16,18,42,18,2,LHS,10000
7,106,74,48,11,14,17,LHS,10000
219,164,70,20,43,10,16,LHS,10000
49,122,36,16,99,17,3,LHS,10000
162,190,27,26,68,16,6,LHS,10000
215,244,23,1,11,6,16,LHS,10000
189,63,93,28,53,11,14,LHS,10000
